Ensembl Gene ID,Gene Symbol,GBM64_poor,GBM76_poor,GBM80_poor,GBM85_poor,GBM108_poor,GBM115_poor,GBM12_good,GBM39_good,GBM59_good,GBM44_poor,GBM5_good,Description
ENSG00000071564,TCF3,16.67,35.26,16.05,30.19,30.26,16.79,7.66,1.6,3.67,3.54,22.66,transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:11633]
ENSG00000132382,MYBBP1A,26.15,34.97,22.32,37.22,43.22,28.55,7.6,3.92,8.9,6.81,42.76,MYB binding protein 1a [Source:HGNC Symbol;Acc:HGNC:7546]
ENSG00000181800,CELF2-AS1,1.29,1.42,1.56,3.19,3.17,0.96,0,0.43,0.7,3.25,4.54,CELF2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:23515]
ENSG00000164898,C7orf55,16.8,18.35,22.03,20.01,19.1,28.35,2.42,10.08,13.86,3.61,21.94,formation of mitochondrial complex V assembly factor 1 homolog [Source:HGNC Symbol;Acc:HGNC:26946]
ENSG00000199092,MIR410,2.53,2.53,0,5.52,0,0,0,0,1.87,0,0,microRNA 410 [Source:HGNC Symbol;Acc:HGNC:32065]
ENSG00000267167,RP11-687F6.1,1.3,5.94,1.31,1.19,2.82,1.67,0,2.35,2.97,0,1.94,NA
ENSG00000101843,PSMD10,29.23,38.8,54.35,55.42,35.52,40.2,14.18,27.86,95.41,9.36,40.7,"proteasome 26S subunit, non-ATPase 10 [Source:HGNC Symbol;Acc:HGNC:9555]"
ENSG00000259305,ZHX1-C8ORF76,1.83,2.92,3.65,2.5,2.77,2.89,0.54,1.91,2.01,0.48,2.36,ZHX1-C8orf76 readthrough [Source:HGNC Symbol;Acc:HGNC:42975]
ENSG00000239569,KMT2E-AS1,26.02,38.05,30.76,30.4,35.05,23.31,12.33,11.62,18.74,11.04,35.24,KMT2E antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:HGNC:40845]
ENSG00000244509,APOBEC3C,3.33,19.57,9.49,4.37,15.09,5.73,3.53,9.71,50.12,11.85,0.92,apolipoprotein B mRNA editing enzyme catalytic subunit 3C [Source:HGNC Symbol;Acc:HGNC:17353]
ENSG00000223559,RP11-700P18.1,2.63,3.72,10.85,1.88,3.51,3.57,0,1.51,1.61,0,3.19,NA
ENSG00000121060,TRIM25,1.89,17.97,4.3,9.36,6.55,18.36,2.12,10.61,9.13,2.65,7.14,tripartite motif containing 25 [Source:HGNC Symbol;Acc:HGNC:12932]
ENSG00000160439,RDH13,2.07,1.67,1.81,0.05,1.67,1.19,1.2,0.28,1.43,0.31,2.96,retinol dehydrogenase 13 [Source:HGNC Symbol;Acc:HGNC:19978]
ENSG00000160766,GBAP1,7.05,10.24,10.55,18.47,31.29,6.08,4.88,4.05,7.4,1.82,13.85,glucosylceramidase beta pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:4178]
ENSG00000006125,AP2B1,12.07,13.81,20.93,12.77,13.96,16.44,2.8,5.16,7.48,2.57,8.37,adaptor related protein complex 2 beta 1 subunit [Source:HGNC Symbol;Acc:HGNC:563]
ENSG00000116205,TCEANC2,0.77,1.68,2,2.47,1.2,0.96,0.56,0.42,0.72,0.17,2.04,transcription elongation factor A N-terminal and central domain containing 2 [Source:HGNC Symbol;Acc:HGNC:26494]
ENSG00000272906,RP11-533E19.7,10.18,41.96,15.29,13.81,17.84,16,0,8.54,6.56,10.02,29.16,NA
ENSG00000100105,PATZ1,20.04,26.41,26.81,21.25,24.15,14.82,4.06,1.73,3.72,4.12,22.28,POZ/BTB and AT hook containing zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:13071]
ENSG00000096093,EFHC1,1.36,4.49,1.22,2.72,5.02,2.42,0.32,2.29,2.48,1.01,1.71,EF-hand domain containing 1 [Source:HGNC Symbol;Acc:HGNC:16406]
ENSG00000163156,SCNM1,9.91,11.42,14.24,15.43,16.07,9.47,1.62,14.24,11.04,4,15.19,sodium channel modifier 1 [Source:HGNC Symbol;Acc:HGNC:23136]
ENSG00000238910,snoU13,0.98,1.31,2.29,1.72,4.08,0.78,0,1.22,4.36,0,0,NA
ENSG00000221767,MIR1307,24.41,20.87,3.62,15.72,3.29,4.3,0,5.07,6.86,0,1.41,NA
ENSG00000104969,SGTA,26.52,32.47,30.84,33.55,25.86,28.91,8.3,6.91,12.77,4.15,54.37,small glutamine rich tetratricopeptide repeat containing alpha [Source:HGNC Symbol;Acc:HGNC:10819]
ENSG00000185650,ZFP36L1,44.66,120.51,109.57,73.16,96.59,32.92,20.08,35.79,41,21.35,77.43,ZFP36 ring finger protein like 1 [Source:HGNC Symbol;Acc:HGNC:1107]
ENSG00000271155,RP11-435O5.5,7.54,12.1,9.9,11.03,8.89,7.48,51.28,0.52,0.16,35.33,9.28,NA
ENSG00000172725,CORO1B,71.14,61.44,31.97,43.99,57.19,53.51,21.07,13.75,49.75,17.16,29.05,coronin 1B [Source:HGNC Symbol;Acc:HGNC:2253]
ENSG00000233812,AC139426.2,0.58,1.51,0.36,1.72,2.02,1.36,0,0.5,0.67,0,1.82,NA
ENSG00000207563,MIR23B,12.85,1.39,1.74,14.12,16.6,0.83,0,19.81,0.51,0,4.76,microRNA 23b [Source:HGNC Symbol;Acc:HGNC:31606]
ENSG00000224208,AL590762.6,2.82,2.16,5.43,4.11,1.95,3.19,0,1.56,4.07,0,1.6,NA
ENSG00000134461,ANKRD16,2.27,1.47,2.76,0.87,1.35,1.73,0.98,0.16,0.82,0.53,1.19,ankyrin repeat domain 16 [Source:HGNC Symbol;Acc:HGNC:23471]
ENSG00000127603,MACF1,3.38,14.04,6.06,4.24,7.54,3.75,2.26,8.56,8.57,4.77,3.57,microtubule-actin crosslinking factor 1 [Source:HGNC Symbol;Acc:HGNC:13664]
ENSG00000167996,FTH1,545.72,290.3,341.8,399.72,253.63,345.2,103.74,111.05,228.02,69.84,291.01,ferritin heavy chain 1 [Source:HGNC Symbol;Acc:HGNC:3976]
ENSG00000227962,RP11-382D8.3,1.67,2.4,0.36,1.25,6.7,1.56,0,2.23,1.33,0,1.79,NA
ENSG00000245025,RP11-875O11.1,1.69,2.66,7.34,2.16,3.4,5.16,0,0.23,0.42,0,2.22,NA
ENSG00000260063,RP5-968P14.2,1.97,0.3,1.87,6.43,1.75,3.81,0,0.3,0.8,9.91,2.69,NA
ENSG00000228444,RP11-173B14.4,1.87,1.88,0.58,0.56,6.15,1.3,0,0.58,1.07,0,1.7,NA
ENSG00000213946,DNAJB1P1,0.59,1.78,0.63,0.56,1.71,1.02,0,0.74,1.34,0,1.48,DnaJ heat shock protein family (Hsp40) member B1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:24988]
ENSG00000196544,C17orf59,14.95,23.64,23.07,33.52,21.08,23.51,0,3.95,11.16,0,19.14,BLOC-1 related complex subunit 6 [Source:HGNC Symbol;Acc:HGNC:25939]
ENSG00000222019,URAHP,3.6,11.78,7.35,7.77,14.1,8.77,2.76,6.1,7.13,3.71,3.02,"urate (hydroxyiso-) hydrolase, pseudogene [Source:HGNC Symbol;Acc:HGNC:43695]"
ENSG00000249020,SNORA58,1.47,0.99,1.23,0,3.07,2.34,0,0.23,1.64,0,0.61,"small nucleolar RNA, H/ACA box 58 [Source:HGNC Symbol;Acc:HGNC:32652]"
ENSG00000101126,ADNP,21.12,29.72,30.16,30.75,39.99,25.41,14.62,13.67,14.81,4.32,35.95,activity dependent neuroprotector homeobox [Source:HGNC Symbol;Acc:HGNC:15766]
ENSG00000231663,RP5-827C21.4,21.65,22.07,43.19,28.02,21.17,18.63,14.05,19.97,18.38,0,26.35,NA
ENSG00000151657,KIN,2.41,1.41,3.94,1.74,2.6,2.08,0.15,0.85,2.71,0.27,2.59,Kin17 DNA and RNA binding protein [Source:HGNC Symbol;Acc:HGNC:6327]
ENSG00000197375,SLC22A5,2.47,2.92,2.96,4.99,3.31,2.85,0,1.06,2.15,0.38,2.31,solute carrier family 22 member 5 [Source:HGNC Symbol;Acc:HGNC:10969]
ENSG00000258891,RP5-1021I20.5,0.66,1.72,1.48,1.67,0.79,1.24,0.13,0.87,0.98,0,1.3,NA
ENSG00000249709,ZNF564,1.9,4.82,2.12,2.6,3.32,1.76,1.27,1.8,2.33,0,1.75,zinc finger protein 564 [Source:HGNC Symbol;Acc:HGNC:31106]
ENSG00000175505,CLCF1,0.45,0.64,0.22,0.3,1.01,0.52,0,3.44,2.82,1.98,0.1,cardiotrophin-like cytokine factor 1 [Source:HGNC Symbol;Acc:HGNC:17412]
ENSG00000249516,CTD-2201E18.2,0.77,1.07,1.77,0.93,2.08,0,0,0.5,1,0,1.69,PRELI domain containing 3B pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:49068]
ENSG00000163660,CCNL1,34.32,50.27,26.13,48.08,43.59,41.6,53.93,37.84,34.27,22.59,40.19,cyclin L1 [Source:HGNC Symbol;Acc:HGNC:20569]
ENSG00000267987,AL161784.1,0.44,1.08,1.93,0.42,12.75,1.71,1.63,3.82,2.84,0.73,0.3,NA
ENSG00000175224,ATG13,9.03,7.59,4.23,9.05,9.63,7.99,0.96,4.14,5.55,1.72,6.07,autophagy related 13 [Source:HGNC Symbol;Acc:HGNC:29091]
ENSG00000234945,AC109828.1,12.63,16.67,15.99,16.94,18.14,20.05,6.26,4.05,5.42,7.01,21.67,GTF3C2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40269]
ENSG00000134815,DHX34,2.56,12.32,2.73,5.11,9.95,3.46,3.47,0.87,2.88,0.44,10.33,DEAH-box helicase 34 [Source:HGNC Symbol;Acc:HGNC:16719]
ENSG00000198718,FAM179B,1.07,2.96,1.15,1.75,0.85,1.17,0.84,1.29,1.46,0.09,1.36,family with sequence similarity 179 member B [Source:HGNC Symbol;Acc:HGNC:19959]
ENSG00000236058,RP11-215A21.2,20.91,18.3,16.3,32.87,23.13,24.22,9.98,20.64,25.25,0,26.98,NA
ENSG00000131470,PSMC3IP,32.02,42.02,54.53,47.16,61.22,62.73,19.04,24.37,34.56,8.98,43.49,PSMC3 interacting protein [Source:HGNC Symbol;Acc:HGNC:17928]
ENSG00000110046,ATG2A,9.98,10.63,5.05,7.75,11.07,8.6,2.43,0.29,1.69,2.18,7.22,autophagy related 2A [Source:HGNC Symbol;Acc:HGNC:29028]
ENSG00000131080,EDA2R,1.16,1.6,8.54,1.67,2.06,0.37,0,2.6,0,0.23,0.53,ectodysplasin A2 receptor [Source:HGNC Symbol;Acc:HGNC:17756]
ENSG00000229589,ACVR2B-AS1,5.25,0.2,1.26,7.35,0.74,1.97,0,0.19,0.27,0,1.94,ACVR2B antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44161]
ENSG00000168556,ING2,4.28,11.43,3.49,5.2,9.25,11.95,1.81,5.56,9.3,1.62,6.11,inhibitor of growth family member 2 [Source:HGNC Symbol;Acc:HGNC:6063]
ENSG00000240007,RP6-206I17.4,1.24,2.34,1.8,0.88,2.04,0.57,0,1.37,1.1,0,0.62,NA
ENSG00000180537,RNF182,1.22,0.37,3.6,5.37,1.5,0.65,0,4.49,1.89,0.35,1.16,ring finger protein 182 [Source:HGNC Symbol;Acc:HGNC:28522]
ENSG00000086232,EIF2AK1,21.6,50.64,52.1,40.78,38.25,43.89,12.71,28.47,24.05,4.69,44.71,eukaryotic translation initiation factor 2 alpha kinase 1 [Source:HGNC Symbol;Acc:HGNC:24921]
ENSG00000250151,ARPC4-TTLL3,13.91,10.11,12.5,12.03,14.54,17.82,1.31,7.34,10.94,3.51,7.66,ARPC4-TTLL3 readthrough [Source:HGNC Symbol;Acc:HGNC:38830]
ENSG00000268205,CTC-444N24.11,32.19,88.83,32.76,19.86,55.27,24.32,18.18,62.15,60.05,16.29,51.85,NA
ENSG00000271924,5S_rRNA,0.29,7.51,6.05,4.53,13.17,6.5,0,8.62,7.03,42.33,3.23,"RNA, 5S ribosomal pseudogene 108 [Source:HGNC Symbol;Acc:HGNC:42906]"
ENSG00000130725,UBE2M,64.43,110.01,88.96,66.65,108.07,100.95,37.45,21.23,58.8,9.15,75.6,ubiquitin conjugating enzyme E2 M [Source:HGNC Symbol;Acc:HGNC:12491]
ENSG00000124541,RRP36,12.62,18.22,13.76,20.91,22.13,19.8,2.65,14.63,17.92,8.31,19.83,ribosomal RNA processing 36 [Source:HGNC Symbol;Acc:HGNC:21374]
ENSG00000176222,ZNF404,1.14,5.69,0.58,2.82,2.43,0.89,0.95,1.49,2.58,1.71,3.56,zinc finger protein 404 [Source:HGNC Symbol;Acc:HGNC:19417]
ENSG00000255154,RPP14,76.12,89.85,116.27,94.14,74.02,130.19,0,24.29,57.1,19.54,53.33,"Hydroxyacyl-thioester dehydratase type 2, mitochondrial  [Source:UniProtKB/Swiss-Prot;Acc:P86397]"
ENSG00000240225,ZNF542,13.22,27.5,18.32,15.48,27.02,8.35,7.07,4.47,6.33,1.27,18.1,"zinc finger protein 542, pseudogene [Source:HGNC Symbol;Acc:HGNC:25393]"
ENSG00000001631,KRIT1,6.24,10.21,8.18,10.8,8.43,6.95,3.28,4.82,7.04,1.57,9.19,"KRIT1, ankyrin repeat containing [Source:HGNC Symbol;Acc:HGNC:1573]"
ENSG00000264505,MIR4534,11.23,0,0,5.89,1.17,1.34,0,0,0,0,9.1,NA
ENSG00000234616,JRK,10.74,16.11,10.79,14.54,20.18,15.55,3.16,1.49,1.6,2.42,18.97,Jrk helix-turn-helix protein [Source:HGNC Symbol;Acc:HGNC:6199]
ENSG00000090372,STRN4,17.12,51.75,40.93,28.95,37.16,44.92,12.67,3.04,8.68,5.77,37.76,striatin 4 [Source:HGNC Symbol;Acc:HGNC:15721]
ENSG00000128595,CALU,18.12,84.78,68.71,59.06,163.99,59.18,23.81,88.71,93.6,14.62,103.71,calumenin [Source:HGNC Symbol;Acc:HGNC:1458]
ENSG00000161149,TUBA3FP,1.68,1.16,2.49,2.12,7.89,2.24,0,0.35,2.62,1.74,1.9,tubulin alpha 3f pseudogene [Source:HGNC Symbol;Acc:HGNC:24067]
ENSG00000259696,RP11-126F18.2,0.9,1.01,1.29,2.4,1.79,0.73,0,0.5,0.4,0,2.01,NA
ENSG00000206727,SNORD116-9,0,0.71,3.55,0.47,11.05,0,0,0,1.57,0,3.98,"small nucleolar RNA, C/D box 116-9 [Source:HGNC Symbol;Acc:HGNC:33075]"
ENSG00000267815,CTB-191K22.5,102.98,0,138.52,68.51,22.44,72.3,21.35,0.24,0,0,144.67,NA
ENSG00000227407,AC008746.3,7.66,91.96,22.98,53.2,50.71,31.52,21.86,17.32,0.2,0,18.19,NA
ENSG00000236617,RP11-46H11.12,4.36,0.73,1.63,0.83,2.08,3.51,0,1.02,1.21,0,2.15,NA
ENSG00000081818,PCDHB4,7.73,2.22,45.66,22.79,41.26,1.81,0,6.7,0.14,13.68,2.08,protocadherin beta 4 [Source:HGNC Symbol;Acc:HGNC:8689]
ENSG00000179912,R3HDM2,1.81,3.68,2.31,2.28,2.65,2.17,0.64,0.7,0.98,0.9,1.94,R3H domain containing 2 [Source:HGNC Symbol;Acc:HGNC:29167]
ENSG00000267940,RP11-290F24.6,8.79,8.59,3.19,4.8,22.15,4.8,0,4,12.38,3.66,1.37,NA
ENSG00000067836,ROGDI,28.78,23.51,16.62,75.49,32.97,16.19,3.7,3.45,12.8,0,22.88,rogdi homolog [Source:HGNC Symbol;Acc:HGNC:29478]
ENSG00000235872,RP11-335O4.3,1.13,1.47,1.84,1.33,1.5,1.91,0,0.48,0.36,0,0.24,NA
ENSG00000188674,C2orf80,7.97,5.2,9.51,0.26,6.77,6.87,0.45,0.01,0.02,0.6,0.01,chromosome 2 open reading frame 80 [Source:HGNC Symbol;Acc:HGNC:34352]
ENSG00000233222,RP11-216N14.9,13.68,21.12,21.22,12.1,32.84,15.26,4.63,4.01,7.04,8.3,20.36,NA
ENSG00000135801,TAF5L,4.7,6.11,8.14,7.49,6.45,7.28,3.53,2.69,2.64,0.9,5.31,TATA-box binding protein associated factor 5 like [Source:HGNC Symbol;Acc:HGNC:17304]
ENSG00000115271,GCA,0.33,2.85,0,6.45,0.44,0,0.31,0.73,2.24,0.19,9.73,grancalcin [Source:HGNC Symbol;Acc:HGNC:15990]
ENSG00000105701,FKBP8,89.64,89.82,61.81,57.36,87.35,92.17,13.91,9.92,42.38,26.92,49.65,FK506 binding protein 8 [Source:HGNC Symbol;Acc:HGNC:3724]
ENSG00000141030,COPS3,8.66,9.27,18.97,18.92,11.08,10.5,4.49,6.3,12.57,1.58,10.12,COP9 signalosome subunit 3 [Source:HGNC Symbol;Acc:HGNC:2239]
ENSG00000263378,AC019205.1,6.12,13.17,16.19,30.99,4.55,39.53,0,2.05,2.91,0,33.26,NA
ENSG00000141867,BRD4,4.94,8.83,4.29,2.89,6.49,4.4,2.14,1.08,1.84,0.78,8.13,bromodomain containing 4 [Source:HGNC Symbol;Acc:HGNC:13575]
ENSG00000116039,ATP6V1B1,1.18,1.74,0.77,1.66,1.49,1.25,0.19,0.13,0.47,0,1.45,ATPase H+ transporting V1 subunit B1 [Source:HGNC Symbol;Acc:HGNC:853]
ENSG00000196498,NCOR2,2.65,9.53,3.88,6.02,10.9,5.02,1.59,0.26,0.93,0.63,9.7,nuclear receptor corepressor 2 [Source:HGNC Symbol;Acc:HGNC:7673]
ENSG00000272990,RP11-305K5.1,16.37,37.65,21.22,22.53,20.67,31.77,0,38.26,29.4,9.75,9.26,NA
ENSG00000184674,GSTT1,13.15,24.09,18.63,7.38,7.69,19.9,6.47,0.01,0.01,3.48,2.07,NA
ENSG00000165801,ARHGEF40,34.95,70.22,54,61.29,71.51,55.78,20.77,3.98,10.75,16.62,67.76,Rho guanine nucleotide exchange factor 40 [Source:HGNC Symbol;Acc:HGNC:25516]
ENSG00000265931,AC112719.1,1,0,0.33,0,0,1.59,0,1.25,0.49,0,1.66,NA
ENSG00000130559,CAMSAP1,6.08,4.7,8.12,7.8,6.33,5.54,0.95,1.1,0.63,0.7,3.73,calmodulin regulated spectrin associated protein 1 [Source:HGNC Symbol;Acc:HGNC:19946]
ENSG00000273420,CTD-2540B15.13,263.08,272.08,227.17,246.99,226.21,293.85,86.58,0.37,0.44,19.39,111.41,NA
ENSG00000273179,RP11-20I20.4,0.51,6.64,0.34,1.22,49.03,0.71,13.93,1.27,7.1,0,4.23,NA
ENSG00000271912,RP11-661A12.14,9.15,32.31,45.01,12.97,17.51,18.88,0,2.02,2.8,5.01,32.05,NA
ENSG00000128739,SNRPN,4.43,3.58,7.87,2.63,4.56,2.93,0.82,2.59,3.69,1.12,3.62,small nuclear ribonucleoprotein polypeptide N [Source:HGNC Symbol;Acc:HGNC:11164]
ENSG00000241563,CORT,0.88,2.51,6.83,2.12,4.39,5.41,0,0.76,6.13,6.8,4.25,cortistatin [Source:HGNC Symbol;Acc:HGNC:2257]
ENSG00000187144,SPATA21,2.78,5.21,7.69,5.86,4.89,7.82,7.58,0.69,3.68,1.58,139.07,spermatogenesis associated 21 [Source:HGNC Symbol;Acc:HGNC:28026]
ENSG00000092094,OSGEP,21.93,33.08,13.21,30.77,21.77,16.69,10.18,15,33.67,7.41,30.38,O-sialoglycoprotein endopeptidase [Source:HGNC Symbol;Acc:HGNC:18028]
ENSG00000251050,RP11-168A11.4,14.14,17.11,7.45,29.04,31.64,7.83,0,6.36,2.08,0,21.13,NA
ENSG00000219355,RPL31P52,1.01,1.29,1.47,4.82,3.05,4.37,0,1.89,0.95,0,1.6,ribosomal protein L31 pseudogene 52 [Source:HGNC Symbol;Acc:HGNC:36607]
ENSG00000197334,AC032027.1,0.74,0.59,2.35,1.54,1.83,1.22,0,0.55,0.33,0,0.18,Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]
ENSG00000206888,RNU6-48P,2.83,1.26,2.83,6.61,15.7,3.37,0,0.59,2.56,0,2.75,"RNA, U6 small nuclear 48, pseudogene [Source:HGNC Symbol;Acc:HGNC:34292]"
ENSG00000163873,GRIK3,14.04,10.23,7.44,10.41,1.37,14.96,0.86,0,0.01,0.64,13.21,glutamate ionotropic receptor kainate type subunit 3 [Source:HGNC Symbol;Acc:HGNC:4581]
ENSG00000102096,PIM2,6.38,5.63,11.82,4.28,4.71,5.92,0,4.57,5.49,2.54,0.76,"Pim-2 proto-oncogene, serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:8987]"
ENSG00000263301,RP11-104H15.8,5.02,2.25,2.39,1.98,4.42,5,0,0.13,0.76,0,1.81,NA
ENSG00000241547,RP11-4K3__A.5,8.63,5.2,3.96,6.7,12.87,14.21,0,4.71,5.22,0,6.1,actin gamma 1 pseudogene 20 [Source:HGNC Symbol;Acc:HGNC:51500]
ENSG00000132122,SPATA6,0.88,4.28,4.93,1.5,2.53,3.81,0.69,0.61,2.56,0.56,1.76,spermatogenesis associated 6 [Source:HGNC Symbol;Acc:HGNC:18309]
ENSG00000273047,RP4-583P15.14,17.1,24.51,14.57,30.02,30.49,14,0,1.72,6.64,0,22.68,NA
ENSG00000188846,RPL14,329.45,171.42,170.55,363.76,250.79,282.11,60.97,250.18,182.44,42.91,193.46,ribosomal protein L14 [Source:HGNC Symbol;Acc:HGNC:10305]
ENSG00000103275,UBE2I,23.13,25.63,43.43,37.33,47.08,36.48,12.1,17.67,19.94,5.77,33.96,ubiquitin conjugating enzyme E2 I [Source:HGNC Symbol;Acc:HGNC:12485]
ENSG00000261159,RP11-723O4.9,21.14,6.42,20.23,12.48,24.17,13.88,0,0.35,3.54,0,13.67,NA
ENSG00000228477,RP3-342P20.2,1.95,0.09,1.44,4.14,3.48,2.21,0,0.78,1.69,0,2.2,NA
ENSG00000213642,RP11-561N12.5,12.24,0,2.83,1.93,0.49,6.7,0,0,0,0,0.79,NA
ENSG00000125454,SLC25A19,2.4,5.65,3.97,6.51,2.62,8.3,0.33,2.68,2.5,1.8,5.03,solute carrier family 25 member 19 [Source:HGNC Symbol;Acc:HGNC:14409]
ENSG00000100109,TFIP11,13.69,19.5,13.42,10.41,17.47,17.48,3.64,4.71,13.75,2.79,24.3,tuftelin interacting protein 11 [Source:HGNC Symbol;Acc:HGNC:17165]
ENSG00000177272,KCNA3,8.27,2.48,9.66,0.58,1.76,3.1,0,0.02,0.03,0,0.21,potassium voltage-gated channel subfamily A member 3 [Source:HGNC Symbol;Acc:HGNC:6221]
ENSG00000175906,ARL4D,18.17,19.76,19.9,124.3,18.96,30.57,0,4.02,18.16,0,6.84,ADP ribosylation factor like GTPase 4D [Source:HGNC Symbol;Acc:HGNC:656]
ENSG00000169564,PCBP1,484.34,903.89,637.46,741.69,593.2,782.62,211.96,457.83,439.81,141.68,809.51,poly(rC) binding protein 1 [Source:HGNC Symbol;Acc:HGNC:8647]
ENSG00000138443,ABI2,12.2,20.14,17.47,12.85,16.44,16.26,3.84,4.4,7.09,2.74,9.44,abl interactor 2 [Source:HGNC Symbol;Acc:HGNC:24011]
ENSG00000268516,CTD-3138B18.5,1.22,2.25,1.14,1.59,4.33,1.26,0,1.77,1.84,0.92,2.84,NA
ENSG00000189298,ZKSCAN3,2.37,2.77,1.45,5.16,5.09,2.36,0,1.19,2.56,0.51,4.44,zinc finger with KRAB and SCAN domains 3 [Source:HGNC Symbol;Acc:HGNC:13853]
ENSG00000256845,AC007401.1,12.27,17.84,15.44,16.47,15.81,19.66,2.89,11.21,9.46,0,12.86,NA
ENSG00000100979,PLTP,3.07,65.35,17.7,17.68,38.38,18.38,9.91,4.4,26.45,3.33,4.51,phospholipid transfer protein [Source:HGNC Symbol;Acc:HGNC:9093]
ENSG00000135740,SLC9A5,1.55,1.57,0.63,3.4,1.19,1.9,0,0.29,1.17,0.86,2.21,solute carrier family 9 member A5 [Source:HGNC Symbol;Acc:HGNC:11078]
ENSG00000116096,SPR,5.86,23.94,13.25,34.18,7.72,24.57,0,20.97,21.75,1.03,17.3,"sepiapterin reductase (7,8-dihydrobiopterin:NADP+ oxidoreductase) [Source:HGNC Symbol;Acc:HGNC:11257]"
ENSG00000185507,IRF7,20.9,33.65,5.1,15.77,11.72,8.59,3.21,6.21,14.3,5.75,6.43,interferon regulatory factor 7 [Source:HGNC Symbol;Acc:HGNC:6122]
ENSG00000164404,GDF9,12.65,15.32,14.62,17.39,15.6,19.23,1.94,10.08,21.67,1.74,6.74,growth differentiation factor 9 [Source:HGNC Symbol;Acc:HGNC:4224]
ENSG00000233747,RPL36AP13,0.84,1.48,1.63,5.86,5.13,0.5,0,0.29,3.58,0,0.46,ribosomal protein L36a pseudogene 13 [Source:HGNC Symbol;Acc:HGNC:35877]
ENSG00000107625,DDX50,4.44,3.5,9.53,3.74,3.49,5.05,0.49,1.95,6.58,0.76,3.61,DEAD-box helicase 50 [Source:HGNC Symbol;Acc:HGNC:17906]
ENSG00000231951,AC004837.4,1.14,8.83,3.22,6.23,1.54,2.23,0,0.65,1.61,0,7.34,NA
ENSG00000170017,ALCAM,7.26,1.8,8.3,17.42,2.59,4.97,0.53,0.6,4.22,2.64,5.94,activated leukocyte cell adhesion molecule [Source:HGNC Symbol;Acc:HGNC:400]
ENSG00000204498,NFKBIL1,12.58,10.07,8.4,20.14,10.61,9.5,1.39,2.57,3.51,0.83,11.48,NFKB inhibitor like 1 [Source:HGNC Symbol;Acc:HGNC:7800]
ENSG00000163376,KBTBD8,4.75,3.23,9.35,5.04,1.82,5.87,0.43,0.47,2.46,2.69,1.52,kelch repeat and BTB domain containing 8 [Source:HGNC Symbol;Acc:HGNC:30691]
ENSG00000136490,LIMD2,38.82,23.4,47.62,70.14,101.35,97.38,8.39,2.79,6.55,6.58,24.39,LIM domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28142]
ENSG00000232119,MCTS1,4.63,4.82,5.12,6.8,5.43,3.46,0.2,5.81,17.57,0.92,3.38,"MCTS1, re-initiation and release factor [Source:HGNC Symbol;Acc:HGNC:23357]"
ENSG00000254509,RP11-677M14.6,3.81,2.81,0.54,1.94,7.44,1.57,0,0.51,2.36,0,3.59,NA
ENSG00000172053,QARS,97.98,74.91,47.77,167.01,99.27,96.07,19.26,23.86,71.38,11.86,72.39,glutaminyl-tRNA synthetase [Source:HGNC Symbol;Acc:HGNC:9751]
ENSG00000113361,CDH6,0.07,8.38,0.4,0.04,2.32,8.73,3.39,0.47,0.86,0.15,0.06,cadherin 6 [Source:HGNC Symbol;Acc:HGNC:1765]
ENSG00000159086,PAXBP1,19.1,25.49,26.23,46.01,25.88,29.96,39.77,5.88,7.44,28.58,26.49,PAX3 and PAX7 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:13579]
ENSG00000239552,HOXB-AS2,0.83,1.52,1.41,0.52,24.41,0,1.8,0.25,2.35,0,0,HOXB cluster antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:40284]
ENSG00000220842,RP11-572P18.1,41.19,21.82,27.1,53.98,35.52,22.76,0,36.56,28.34,9.14,25.17,NA
ENSG00000130477,UNC13A,6.8,0.41,1.71,1.47,2.17,5.91,0.32,0,0,0.06,2.39,unc-13 homolog A [Source:HGNC Symbol;Acc:HGNC:23150]
ENSG00000115816,CEBPZ,12.68,20.62,14.52,20.95,18.27,13.51,6.06,13.39,11.96,1.15,14.17,CCAAT/enhancer binding protein zeta [Source:HGNC Symbol;Acc:HGNC:24218]
ENSG00000205903,ZNF316,14.36,21.18,20.27,15.84,16.16,21.76,2.24,0.33,1.88,4.01,20.75,zinc finger protein 316 [Source:HGNC Symbol;Acc:HGNC:13843]
ENSG00000225507,AC069282.6,18.44,35.59,36.76,38.73,37.8,29.01,0,28.81,31.95,0,45.33,NA
ENSG00000265696,AP003064.2,1.05,0,1.05,3.45,6.56,2.5,0,0,0.39,0,3.28,NA
